id,date,student_id,subject_id,teacher_id
184,2020-03-10,39,33,93
185,2020-07-08,4,49,80
186,2021-03-26,59,50,15
187,2020-03-02,94,19,43
188,2020-11-06,30,14,95
189,2021-02-08,91,66,3
190,2020-02-05,79,49,5
191,2020-02-17,13,30,97
192,2022-02-22,100,16,85
193,2020-12-09,12,3,32
194,2022-12-05,39,18,93
195,2020-04-01,14,22,95
196,2020-06-03,61,72,96
197,2021-02-25,75,17,40
198,2020-08-10,40,6,92
199,2021-06-13,37,67,70
200,2020-08-21,55,20,43
201,2021-05-23,79,54,60
202,2022-12-30,76,22,14
203,2020-11-21,80,36,87
204,2022-07-05,94,69,73
205,2022-09-23,97,42,54
206,2022-11-23,72,1,55
207,2021-12-07,28,22,2
208,2022-11-26,81,22,77
209,2022-06-28,26,11,60
210,2020-05-14,19,35,4
211,2022-12-23,37,18,38
212,2021-04-30,17,61,36
213,2020-07-12,74,11,43
214,2020-05-19,21,30,17
215,2022-05-10,88,21,47
216,2021-11-25,16,47,18
217,2022-05-07,5,11,11
218,2021-09-03,8,11,82
219,2020-06-09,3,62,42
220,2021-01-11,40,3,77
221,2022-12-18,93,62,31
222,2020-12-08,40,59,19
223,2022-03-07,38,27,48
224,2020-08-09,99,62,6
225,2022-06-19,71,35,36
226,2021-07-08,55,41,74
227,2021-08-22,77,68,45
228,2021-08-17,78,58,61
229,2020-03-31,80,22,73
230,2021-03-04,81,25,6
231,2021-12-08,80,34,72
232,2021-07-22,59,55,14
233,2021-06-05,89,47,92
234,2022-03-25,97,52,62
235,2022-05-06,77,36,13
236,2020-02-01,19,2,23
237,2021-02-26,77,46,34
238,2022-12-28,57,34,17
239,2020-12-29,5,61,43
240,2020-05-13,67,69,65
241,2021-02-22,12,11,55
242,2020-01-14,71,55,27
243,2020-08-28,48,63,98
244,2022-02-07,31,29,5
245,2020-01-24,19,51,52
246,2021-08-08,90,44,32
247,2021-07-21,44,27,43
248,2020-12-09,38,4,15
249,2022-10-29,31,31,35
250,2021-05-07,23,44,89
251,2022-06-18,87,15,40
252,2020-01-06,82,70,28
253,2020-02-26,53,60,14
254,2021-03-15,67,14,96
255,2020-07-25,29,49,57
256,2022-09-29,65,69,57
257,2020-10-11,56,48,11
258,2022-07-26,62,60,33
259,2021-06-21,19,64,99
260,2020-11-13,79,66,77
261,2022-07-31,81,3,91
262,2022-09-07,92,25,13
263,2021-11-04,8,40,11
264,2021-10-22,30,3,98
265,2022-04-15,85,13,37
266,2020-05-06,61,70,41
267,2022-07-06,77,1,65
268,2020-11-26,39,11,26
269,2022-11-21,55,64,59
270,2021-05-04,64,37,23
271,2022-12-03,3,28,87
272,2020-12-10,24,65,33
273,2022-05-11,77,38,50
274,2022-01-10,91,49,95
275,2022-02-24,9,72,15
276,2022-11-09,10,49,16
277,2022-02-03,57,69,92
278,2021-06-13,57,16,72
279,2022-11-10,59,10,23
280,2021-12-03,60,25,92
281,2020-01-13,57,31,67
282,2022-12-05,38,51,5
283,2022-02-15,33,13,14
284,2022-12-11,24,7,79
285,2021-04-28,16,24,86
286,2022-01-30,21,22,19
287,2022-01-24,92,58,25
288,2021-02-11,68,69,82
289,2022-03-18,47,63,14
290,2021-04-14,79,11,26
291,2021-04-06,2,20,50
292,2021-05-27,57,22,44
293,2020-05-02,26,35,36
294,2021-08-02,29,70,12
295,2022-08-26,57,48,38
296,2022-04-25,24,58,43
297,2020-12-04,68,1,1
298,2021-07-11,27,5,17
299,2022-12-23,14,45,31
300,2022-05-24,98,37,67
301,2021-01-09,89,6,62
302,2021-02-23,65,72,72
303,2022-05-12,75,54,69
304,2022-12-11,76,46,41
305,2022-10-10,21,54,34
306,2021-05-27,43,62,75
307,2020-09-01,21,35,96
308,2022-01-20,96,32,49
309,2020-03-10,89,2,75
310,2021-12-25,42,45,11
311,2020-02-24,21,52,88
312,2022-02-14,75,52,2
313,2020-03-04,41,22,79
314,2020-11-16,32,49,71
315,2020-09-23,95,43,93
316,2020-05-23,1,53,2
317,2021-01-21,13,59,20
318,2020-06-22,7,21,70
319,2020-07-20,91,11,61
320,2022-09-25,16,61,65
321,2022-01-17,68,1,47
322,2022-03-11,45,40,14
323,2022-03-26,19,54,89
324,2020-01-01,57,5,35
325,2022-05-05,70,13,90
326,2021-01-25,48,17,3
327,2021-07-03,17,39,10
328,2022-11-21,8,35,10
329,2020-11-01,40,67,12
330,2022-07-02,51,64,59
331,2020-11-08,85,38,13
332,2022-09-08,88,20,91
333,2021-09-24,16,61,29
334,2022-02-03,16,43,45
335,2022-10-15,34,41,74
336,2020-04-29,28,39,70
337,2021-11-25,1,1,61
338,2022-05-12,88,48,77
339,2020-07-03,59,6,41
340,2022-05-30,19,68,90
341,2020-06-30,54,57,42
342,2020-05-01,92,16,45
343,2020-01-25,51,25,64
344,2021-02-03,18,17,21
345,2022-04-04,16,50,96
346,2020-05-08,28,25,51
347,2021-01-12,8,21,70
348,2022-04-09,82,72,13
349,2022-10-05,91,68,68
350,2020-04-23,59,28,58
351,2020-05-26,56,39,61
352,2020-07-13,7,5,22
353,2021-12-06,6,53,72
354,2020-04-23,25,13,35
355,2022-04-02,28,70,21
356,2022-02-08,91,24,6
357,2020-09-03,100,12,31
358,2022-06-29,69,27,100
359,2022-10-10,50,57,47
360,2021-08-19,81,4,82
361,2021-01-03,95,15,49
362,2020-04-17,23,52,88
363,2021-08-01,76,2,87
364,2021-03-30,25,23,19
365,2022-10-08,73,43,53
366,2020-12-24,17,32,68
367,2020-03-23,79,17,7
368,2022-02-11,73,18,70
369,2020-03-20,17,20,98
370,2022-05-24,24,44,2
371,2021-05-03,53,66,1
372,2022-08-12,69,32,53
373,2022-03-23,57,17,76
374,2020-05-07,53,25,97
375,2020-06-24,35,40,21
376,2022-03-31,29,14,29
377,2020-12-03,26,8,36
378,2022-01-17,79,22,52
379,2022-07-28,100,69,81
380,2020-12-10,45,10,25
381,2022-03-22,69,24,29
382,2022-02-04,34,9,56
383,2022-04-16,90,62,60
384,2022-02-05,1,7,61
385,2021-05-15,83,1,73
386,2020-11-05,12,19,54
387,2022-09-02,57,2,98
388,2020-09-29,25,9,89
389,2020-09-13,23,37,45
390,2021-06-25,76,64,3
391,2021-10-06,87,51,90
392,2021-11-12,8,38,63
393,2020-11-16,34,13,73
394,2021-07-23,21,27,87
395,2020-04-20,60,1,36
396,2022-09-28,75,14,67
397,2020-04-25,22,39,100
398,2022-12-26,59,20,57
399,2022-03-08,32,50,31
400,2022-07-08,83,39,28
401,2022-10-25,61,47,26
402,2020-08-24,31,56,29
403,2020-10-09,61,62,69
404,2022-02-23,24,13,57
405,2021-02-02,32,46,23
406,2020-05-14,76,68,58
407,2022-07-14,76,69,61
408,2020-02-19,35,33,53
409,2021-02-23,10,66,49
410,2021-10-11,9,10,100
411,2021-10-21,69,4,8
412,2020-09-24,62,28,8
413,2022-01-28,13,50,100
414,2020-11-03,56,11,80
415,2020-09-03,82,43,65
416,2021-09-18,28,33,32
417,2022-03-23,1,28,32
418,2022-06-24,31,46,21
419,2020-06-18,17,9,15
420,2021-05-12,76,19,22
421,2021-03-31,83,6,50
422,2021-09-13,89,3,77
423,2022-08-25,45,52,53
424,2021-06-22,26,7,52
425,2022-01-23,99,60,57
426,2022-06-10,76,40,92
427,2021-08-07,14,34,5
428,2020-03-20,4,29,3
429,2021-10-24,39,59,27
430,2021-01-19,2,47,2
431,2022-07-22,51,17,83
432,2020-10-12,41,27,38
433,2022-01-15,59,10,84
434,2021-09-06,71,68,59
435,2020-08-10,64,14,9
436,2022-06-21,13,62,23
437,2020-01-28,77,25,45
438,2022-04-14,12,16,1
439,2022-01-17,60,7,36
440,2020-12-24,55,24,23
441,2021-04-01,45,33,55
442,2021-03-23,90,45,90
443,2021-01-31,88,25,9
444,2021-08-14,21,30,98
445,2021-06-25,70,23,57
446,2020-09-12,36,37,99
447,2020-03-22,96,37,44
448,2021-11-20,57,16,49
449,2021-02-25,70,43,72
450,2022-03-09,85,71,96
451,2022-12-27,10,14,45
452,2021-06-03,100,35,78
453,2020-10-23,68,21,4
454,2020-06-28,36,48,81
455,2021-05-30,65,35,84
456,2020-03-05,65,22,31
457,2022-01-30,28,62,1
458,2021-07-20,93,39,42
459,2020-08-12,42,72,86
460,2021-05-08,79,10,99
461,2022-12-10,50,37,63
462,2020-02-24,73,25,33
463,2021-09-09,86,49,100
464,2020-07-02,31,60,7
465,2021-11-14,33,33,41
466,2022-03-17,43,3,95
467,2020-12-08,84,33,88
468,2022-02-10,51,11,57
469,2022-11-09,53,21,85
470,2022-09-01,53,67,46
471,2021-04-09,76,11,9
472,2022-10-09,79,46,4
473,2022-01-30,57,5,71
474,2021-06-13,100,65,39
475,2021-10-04,69,36,36
476,2022-01-01,48,16,78
477,2022-12-10,68,47,85
478,2020-03-22,89,13,73
479,2022-04-27,65,34,2
480,2022-11-23,36,14,1
481,2022-09-30,29,35,51
482,2021-01-04,91,26,30
483,2021-09-18,80,13,40
484,2020-11-11,63,4,26
485,2020-12-25,99,60,8
486,2020-04-20,98,27,64
487,2020-09-27,46,63,95
488,2020-03-09,56,47,78
489,2021-01-09,6,4,33
490,2020-01-03,3,34,41
491,2021-06-25,55,63,79
492,2020-03-11,100,14,78
493,2021-08-07,53,11,8
494,2022-10-21,31,28,26
495,2021-07-10,65,6,60
496,2021-11-24,95,25,19
497,2020-01-07,31,71,75
498,2021-07-07,79,57,82
499,2021-06-01,18,14,16
500,2021-08-02,17,29,93
501,2020-05-05,79,3,40
502,2021-10-22,37,66,81
503,2021-07-07,6,33,66
504,2020-08-02,25,22,21
505,2020-04-04,58,13,15
506,2020-10-27,66,54,57
507,2021-12-04,56,45,2
508,2022-05-01,42,4,81
509,2021-05-23,6,21,53
510,2020-10-30,48,71,42
511,2020-12-02,4,2,6
512,2020-05-19,59,52,34
513,2021-12-02,59,61,29
514,2021-02-11,10,65,65
515,2021-07-02,56,23,17
516,2021-04-17,41,35,85
517,2022-03-25,47,3,46
518,2022-04-01,55,39,75
519,2021-05-17,11,1,65
520,2020-07-15,82,23,56
521,2021-03-26,58,68,64
522,2022-09-15,22,71,24
523,2022-01-29,59,64,65
524,2020-04-13,56,44,10
525,2021-04-18,77,16,40
526,2021-03-10,22,54,3
527,2021-09-11,2,28,25
528,2020-05-29,68,69,38
529,2021-07-30,46,24,17
530,2020-07-08,99,40,71
531,2021-04-10,94,14,34
532,2020-02-24,53,63,28
533,2022-02-02,14,46,20
534,2020-06-04,19,64,63
535,2022-08-26,43,65,88
536,2022-12-07,27,3,96
537,2021-04-18,71,68,48
538,2020-02-04,37,22,87
539,2022-07-04,39,6,85
540,2021-10-15,71,7,78
541,2020-12-03,40,42,32
542,2022-05-15,96,9,77
543,2022-05-06,67,60,58
544,2021-09-16,34,6,94
545,2022-01-04,41,69,91
546,2020-04-28,96,26,69
547,2020-03-20,39,7,92
548,2020-05-24,49,69,14
549,2020-03-07,15,28,5
550,2020-12-27,75,70,26
551,2022-08-18,2,55,77
552,2022-09-05,20,44,8
553,2021-02-14,9,59,18
554,2020-08-26,78,38,19
555,2022-04-19,98,28,20
556,2021-12-23,31,56,3
557,2022-11-07,21,69,46
558,2021-12-08,86,55,16
559,2022-05-31,66,72,8
560,2022-02-13,95,58,30
561,2022-06-04,49,55,72
562,2020-10-25,40,15,19
563,2022-02-26,3,59,96
564,2021-12-16,88,50,98
565,2021-08-12,23,61,12
566,2020-05-05,17,10,36
567,2021-09-15,14,54,66
568,2022-09-10,89,53,91
569,2020-09-13,51,53,100
570,2020-05-20,27,33,41
571,2022-09-08,59,37,60
572,2020-11-16,95,28,91
573,2020-09-13,76,58,47
574,2022-09-23,69,57,27
575,2020-02-04,66,25,91
576,2021-10-05,18,59,66
577,2020-08-05,2,49,16
578,2022-12-16,13,4,84
579,2020-02-15,42,45,76
580,2021-10-26,75,10,47
581,2022-06-08,18,67,78
582,2021-04-22,66,10,92
583,2022-01-23,75,63,62
584,2021-08-25,2,32,52
585,2020-10-31,68,30,100
586,2021-10-29,62,30,62
587,2022-10-05,97,35,30
588,2020-04-27,28,55,96
589,2022-11-12,25,4,90
590,2020-04-19,45,64,50
591,2022-10-18,64,51,76
592,2020-02-22,5,70,30
593,2021-06-02,75,15,91
594,2021-04-23,47,58,92
595,2021-10-19,69,40,91
596,2020-01-10,45,12,45
597,2022-11-14,17,58,19
598,2020-06-10,39,2,75
599,2021-05-15,41,47,20
600,2020-09-22,87,27,100
601,2021-08-25,48,44,66
602,2022-06-10,27,10,63
603,2020-08-23,88,60,70
604,2020-03-22,27,57,94
605,2021-05-14,46,56,83
606,2020-11-27,34,26,1
607,2020-06-14,81,42,49
608,2022-04-10,45,49,20
609,2022-03-20,35,42,67
610,2021-12-24,34,33,52
611,2020-03-22,66,33,15
612,2020-06-06,91,38,57
613,2022-03-31,70,39,33
614,2021-09-11,94,20,27
615,2020-10-02,60,54,48
616,2022-05-13,21,28,69
617,2022-03-17,20,68,37
618,2022-06-28,56,30,79
619,2022-07-13,50,23,42
620,2022-08-30,39,28,8
621,2021-07-12,84,59,2
622,2022-01-31,16,61,97
623,2022-10-09,33,55,28
624,2022-02-12,39,19,35
625,2022-03-10,70,20,57
626,2021-10-03,16,41,9
627,2020-08-02,20,8,3
628,2020-12-20,36,27,13
629,2021-09-06,24,41,40
630,2021-02-23,95,47,83
631,2021-06-02,25,53,67
632,2022-07-14,96,65,96
633,2021-03-21,90,23,95
634,2020-10-15,26,11,49
635,2021-06-22,71,26,45
636,2020-11-11,76,68,16
637,2021-11-09,34,46,95
638,2021-03-12,26,49,64
639,2021-05-15,62,4,77
640,2020-04-18,4,59,95
641,2021-09-27,55,22,60
642,2022-03-31,22,44,66
643,2020-07-10,20,30,47
644,2021-08-29,33,63,64
645,2021-12-20,9,69,10
646,2020-04-11,1,52,52
647,2021-06-13,4,11,49
648,2021-08-16,40,10,69
649,2022-08-10,51,17,88
650,2022-02-02,6,35,58
651,2021-02-14,22,49,90
652,2022-01-08,51,10,97
653,2022-10-20,63,57,27
654,2021-06-25,89,26,91
655,2020-05-14,88,48,34
656,2022-03-11,39,37,13
657,2020-11-15,53,18,76
658,2021-06-29,65,8,96
659,2022-11-07,81,32,16
660,2022-08-15,50,68,14
661,2022-09-12,98,6,5
662,2020-07-20,73,70,42
663,2020-03-02,50,13,82
664,2021-08-12,2,55,48
665,2021-04-28,73,49,58
666,2021-09-21,28,22,75
667,2020-08-22,43,3,21
668,2021-04-04,29,17,81
669,2022-06-26,48,30,47
670,2021-03-05,39,44,81
671,2021-05-20,67,34,95
672,2020-09-11,97,22,67
673,2020-05-18,87,29,77
674,2022-01-04,36,31,31
675,2021-12-28,3,68,93
676,2022-03-18,95,7,39
677,2022-09-23,51,48,25
678,2020-10-30,34,59,40
679,2022-05-19,50,41,88
680,2020-01-04,73,24,79
681,2022-04-22,65,72,23
682,2020-03-10,75,68,88
683,2020-03-04,90,63,44
684,2021-12-20,64,68,93
685,2020-05-19,76,72,78
686,2020-08-27,51,52,38
687,2020-11-15,82,33,9
688,2021-12-05,21,33,23
689,2020-01-12,83,3,85
690,2022-09-24,85,36,65
691,2020-11-14,69,45,71
692,2022-09-24,10,1,87
693,2022-06-16,89,6,98
694,2020-07-10,12,41,38
695,2020-05-03,24,66,48
696,2020-03-20,44,27,94
697,2021-06-13,89,63,51
698,2021-02-13,36,64,16
699,2022-07-15,20,1,98
700,2021-04-30,9,11,74
701,2020-10-27,12,66,22
702,2020-01-06,82,19,57
703,2022-05-26,5,29,19
704,2021-08-04,4,34,69
705,2020-08-16,75,6,9
706,2022-11-29,76,10,77
707,2020-07-22,97,20,38
708,2022-06-22,44,49,95
709,2020-01-20,72,12,91
710,2020-06-02,27,33,42
711,2021-11-06,83,33,98
712,2022-01-02,7,30,3
713,2021-02-20,39,42,81
714,2020-07-11,43,54,73
715,2021-02-20,39,45,73
716,2022-01-24,1,38,85
717,2022-07-25,43,20,35
718,2020-07-13,97,45,15
719,2021-06-05,79,33,78
720,2021-11-18,77,58,8
721,2021-06-16,23,53,78
722,2021-07-18,5,2,68
723,2021-03-09,70,7,93
724,2022-05-18,92,35,84
725,2022-09-13,48,2,4
726,2021-06-27,100,54,91
727,2021-09-26,23,71,37
728,2021-08-05,59,10,34
729,2020-09-14,55,71,99
730,2022-09-24,81,8,2
731,2020-02-26,16,25,98
732,2020-12-06,13,23,6
733,2021-09-17,77,38,28
734,2020-06-16,14,11,50
735,2020-05-10,72,41,70
736,2021-11-22,28,1,39
737,2020-08-18,81,72,9
738,2020-02-14,59,18,71
739,2022-09-06,91,30,69
740,2020-08-31,48,31,17
741,2022-10-20,76,31,47
742,2021-11-26,61,13,32
743,2021-09-22,3,13,52
744,2022-10-16,94,59,75
745,2022-06-15,45,36,11
746,2020-08-22,12,62,57
747,2022-07-16,1,4,1
748,2020-12-05,38,46,56
749,2020-01-28,19,5,45
750,2020-03-04,51,25,33
751,2020-11-20,69,30,20
752,2020-09-23,72,51,89
753,2021-05-09,26,40,60
754,2021-08-17,28,36,52
755,2022-09-29,96,48,69
756,2020-06-12,33,66,58
757,2022-02-28,57,60,17
758,2022-11-14,14,66,82
759,2021-09-14,22,43,26
760,2020-03-17,40,9,8
761,2020-01-21,4,13,28
762,2022-08-31,74,58,34
763,2021-02-21,82,40,41
764,2021-03-21,98,71,83
765,2022-04-28,51,34,68
766,2022-10-08,26,38,36
767,2021-01-05,97,19,25
768,2021-03-18,36,26,66
769,2022-11-01,76,21,42
770,2021-07-21,76,31,25
771,2021-04-22,40,60,42
772,2022-03-07,10,30,79
773,2020-07-06,8,47,11
774,2022-08-02,71,50,47
775,2020-05-16,42,59,40
776,2022-11-26,39,43,16
777,2021-06-26,78,54,79
778,2020-12-31,1,25,40
779,2021-08-09,13,68,22
780,2020-04-11,83,17,91
781,2021-05-26,6,28,5
782,2022-12-01,57,28,50
783,2022-11-07,51,27,84
784,2022-07-06,35,46,7
785,2021-03-07,58,16,54
786,2020-05-30,87,13,61
787,2022-09-12,15,15,4
788,2021-06-02,40,22,49
789,2020-05-20,39,56,15
790,2020-11-20,92,44,1
791,2020-06-21,1,27,41
792,2022-01-19,33,40,6
793,2021-08-20,8,39,42
794,2021-06-17,61,8,20
795,2020-02-01,81,57,2
796,2022-08-07,87,71,33
797,2022-11-19,57,17,82
798,2021-01-22,39,23,38
799,2020-04-02,13,50,4
800,2020-06-25,14,32,100
801,2021-09-24,54,19,25
802,2022-04-24,93,14,18
803,2022-04-09,66,28,75
804,2020-02-24,78,71,94
805,2022-10-21,10,2,96
806,2022-04-22,38,38,16
807,2020-09-13,11,6,11
808,2022-10-10,19,65,71
809,2020-07-11,64,21,37
810,2022-11-15,35,60,61
811,2021-12-17,41,28,39
812,2021-04-06,93,53,59
813,2020-02-15,95,39,43
814,2021-06-07,97,24,90
815,2020-12-12,100,12,58
816,2022-09-03,79,54,44
817,2022-06-29,51,18,99
818,2022-12-25,73,22,21
819,2020-05-31,60,34,9
820,2021-02-21,54,52,39
821,2022-09-07,32,53,92
822,2021-07-29,15,27,21
823,2020-07-03,84,66,31
824,2020-06-28,91,36,59
825,2020-10-18,40,55,45
826,2022-06-05,28,63,54
827,2020-02-07,33,17,68
828,2020-01-03,26,42,99
829,2020-10-17,7,32,70
830,2021-07-29,2,69,24
831,2022-09-26,58,57,87
832,2021-02-17,27,24,68
833,2020-04-03,9,14,14
834,2021-04-08,35,37,19
835,2020-06-09,65,65,26
836,2020-05-05,26,44,11
837,2021-11-25,5,54,78
838,2020-02-26,10,49,1
839,2020-08-17,88,43,54
840,2022-09-03,52,50,3
841,2020-07-22,77,51,85
842,2020-09-13,38,16,77
843,2020-01-01,56,49,59
844,2021-04-02,80,46,71
845,2022-02-06,14,23,44
846,2022-09-08,88,14,32
847,2021-10-14,50,7,99
848,2021-09-14,58,29,5
849,2020-01-18,98,20,23
850,2022-11-07,20,68,27
851,2020-09-30,41,67,23
852,2020-10-29,69,24,1
853,2021-04-24,35,48,50
854,2020-02-29,49,31,33
855,2020-03-11,97,40,38
856,2020-11-24,51,61,40
857,2021-12-10,70,62,20
858,2021-11-17,65,44,67
859,2022-12-24,39,11,11
860,2020-12-27,16,21,31
861,2021-11-15,8,40,40
862,2021-07-17,22,61,33
863,2021-02-24,4,13,65
864,2021-03-07,50,49,82
865,2022-09-10,87,42,53
866,2020-07-06,32,22,38
867,2022-03-18,22,14,1
868,2022-06-02,49,32,91
869,2021-07-27,81,28,12
870,2020-02-28,1,6,50
871,2021-09-15,57,18,65
872,2022-03-19,72,7,78
873,2022-07-08,62,5,38
874,2020-09-14,22,47,87
875,2020-10-02,27,32,27
876,2022-02-02,45,60,45
877,2021-03-05,46,67,23
878,2020-10-03,88,25,11
879,2020-01-08,26,44,51
880,2021-06-16,7,31,62
881,2021-02-26,19,39,4
882,2020-02-18,30,30,59
883,2022-04-19,64,44,34
884,2022-08-25,97,28,49
885,2020-10-06,49,8,17
886,2020-04-10,59,55,34
887,2021-11-16,96,65,94
888,2020-11-24,90,30,97
889,2022-06-02,17,61,73
890,2021-10-23,32,67,95
891,2022-12-11,59,47,69
892,2022-07-09,16,43,95
893,2021-10-23,52,25,82
894,2020-05-16,55,66,63
895,2022-08-25,58,69,37
896,2021-10-31,22,21,15
897,2022-05-20,71,51,20
898,2020-07-29,89,49,83
899,2020-04-20,5,13,66
900,2021-05-04,36,65,88
901,2022-10-11,80,6,64
902,2021-08-05,91,20,38
903,2020-07-23,12,11,45
904,2020-12-01,52,56,96
905,2020-08-02,49,56,27
906,2022-02-25,71,20,27
907,2020-09-10,21,50,88
908,2021-11-23,22,17,69
909,2022-04-30,22,56,69
910,2022-03-06,67,60,21
911,2021-05-17,69,50,21
912,2021-07-23,57,3,99
913,2021-04-01,36,47,21
914,2021-02-20,44,56,34
915,2020-03-22,30,8,54
916,2020-08-29,55,57,66
917,2020-09-10,43,58,46
918,2021-01-18,11,43,74
919,2022-05-24,85,50,93
920,2021-04-25,49,27,6
921,2020-02-11,56,28,51
922,2021-06-26,85,70,98
923,2021-01-15,59,3,83
924,2021-06-23,1,57,12
925,2021-07-21,81,29,10
926,2022-01-27,23,66,76
927,2021-01-16,30,60,41
928,2021-09-20,45,26,24
929,2020-06-30,75,58,16
930,2021-12-15,51,65,29
