id,grade,question,survey_id
10115,1,Czy zajęcia były prowadzone w sposób interesujący?,1015
10116,1,Czy zajęcia były prowadzone w sposób interesujący?,1016
10117,5,Czy zajęcia były prowadzone w sposób interesujący?,1017
10118,3,Czy zajęcia były prowadzone w sposób interesujący?,1018
10119,4,Czy zajęcia były prowadzone w sposób interesujący?,1019
10120,4,Czy zajęcia były prowadzone w sposób interesujący?,1020
10121,1,Czy zajęcia były prowadzone w sposób interesujący?,1021
10122,3,Czy zajęcia były prowadzone w sposób interesujący?,1022
10123,1,Czy zajęcia były prowadzone w sposób interesujący?,1023
10124,2,Czy zajęcia były prowadzone w sposób interesujący?,1024
10125,4,Czy zajęcia były prowadzone w sposób interesujący?,1025
10126,3,Czy zajęcia były prowadzone w sposób interesujący?,1026
10127,1,Czy zajęcia były prowadzone w sposób interesujący?,1027
10128,5,Czy zajęcia były prowadzone w sposób interesujący?,1028
10129,2,Czy zajęcia były prowadzone w sposób interesujący?,1029
10130,4,Czy zajęcia były prowadzone w sposób interesujący?,1030
10131,4,Czy zajęcia były prowadzone w sposób interesujący?,1031
10132,3,Czy zajęcia były prowadzone w sposób interesujący?,1032
10133,2,Czy zajęcia były prowadzone w sposób interesujący?,1033
10134,2,Czy zajęcia były prowadzone w sposób interesujący?,1034
10135,2,Czy zajęcia były prowadzone w sposób interesujący?,1035
10136,3,Czy zajęcia były prowadzone w sposób interesujący?,1036
10137,2,Czy zajęcia były prowadzone w sposób interesujący?,1037
10138,1,Czy zajęcia były prowadzone w sposób interesujący?,1038
10139,1,Czy zajęcia były prowadzone w sposób interesujący?,1039
10140,1,Czy zajęcia były prowadzone w sposób interesujący?,1040
10141,5,Czy zajęcia były prowadzone w sposób interesujący?,1041
10142,2,Czy zajęcia były prowadzone w sposób interesujący?,1042
10143,1,Czy zajęcia były prowadzone w sposób interesujący?,1043
10144,1,Czy zajęcia były prowadzone w sposób interesujący?,1044
10145,5,Czy zajęcia były prowadzone w sposób interesujący?,1045
10146,1,Czy zajęcia były prowadzone w sposób interesujący?,1046
10147,2,Czy zajęcia były prowadzone w sposób interesujący?,1047
10148,5,Czy zajęcia były prowadzone w sposób interesujący?,1048
10149,2,Czy zajęcia były prowadzone w sposób interesujący?,1049
10150,1,Czy zajęcia były prowadzone w sposób interesujący?,1050
10151,3,Czy zajęcia były prowadzone w sposób interesujący?,1051
10152,4,Czy zajęcia były prowadzone w sposób interesujący?,1052
10153,2,Czy zajęcia były prowadzone w sposób interesujący?,1053
10154,5,Czy zajęcia były prowadzone w sposób interesujący?,1054
10155,4,Czy zajęcia były prowadzone w sposób interesujący?,1055
10156,3,Czy zajęcia były prowadzone w sposób interesujący?,1056
10157,2,Czy zajęcia były prowadzone w sposób interesujący?,1057
10158,2,Czy zajęcia były prowadzone w sposób interesujący?,1058
10159,1,Czy zajęcia były prowadzone w sposób interesujący?,1059
10160,4,Czy zajęcia były prowadzone w sposób interesujący?,1060
10161,3,Czy zajęcia były prowadzone w sposób interesujący?,1061
10162,3,Czy zajęcia były prowadzone w sposób interesujący?,1062
10163,2,Czy zajęcia były prowadzone w sposób interesujący?,1063
10164,5,Czy zajęcia były prowadzone w sposób interesujący?,1064
10165,3,Czy zajęcia były prowadzone w sposób interesujący?,1065
10166,4,Czy zajęcia były prowadzone w sposób interesujący?,1066
10167,2,Czy zajęcia były prowadzone w sposób interesujący?,1067
10168,2,Czy zajęcia były prowadzone w sposób interesujący?,1068
10169,2,Czy zajęcia były prowadzone w sposób interesujący?,1069
10170,3,Czy zajęcia były prowadzone w sposób interesujący?,1070
10171,1,Czy zajęcia były prowadzone w sposób interesujący?,1071
10172,1,Czy zajęcia były prowadzone w sposób interesujący?,1072
10173,4,Czy zajęcia były prowadzone w sposób interesujący?,1073
10174,5,Czy zajęcia były prowadzone w sposób interesujący?,1074
10175,5,Czy zajęcia były prowadzone w sposób interesujący?,1075
10176,1,Czy zajęcia były prowadzone w sposób interesujący?,1076
10177,2,Czy zajęcia były prowadzone w sposób interesujący?,1077
10178,1,Czy zajęcia były prowadzone w sposób interesujący?,1078
10179,5,Czy zajęcia były prowadzone w sposób interesujący?,1079
10180,2,Czy zajęcia były prowadzone w sposób interesujący?,1080
10181,4,Czy zajęcia były prowadzone w sposób interesujący?,1081
10182,2,Czy zajęcia były prowadzone w sposób interesujący?,1082
10183,2,Czy zajęcia były prowadzone w sposób interesujący?,1083
10184,4,Czy zajęcia były prowadzone w sposób interesujący?,1084
10185,5,Czy zajęcia były prowadzone w sposób interesujący?,1085
10186,2,Czy zajęcia były prowadzone w sposób interesujący?,1086
10187,2,Czy zajęcia były prowadzone w sposób interesujący?,1087
10188,2,Czy zajęcia były prowadzone w sposób interesujący?,1088
10189,1,Czy zajęcia były prowadzone w sposób interesujący?,1089
10190,4,Czy zajęcia były prowadzone w sposób interesujący?,1090
10191,4,Czy zajęcia były prowadzone w sposób interesujący?,1091
10192,2,Czy zajęcia były prowadzone w sposób interesujący?,1092
10193,2,Czy zajęcia były prowadzone w sposób interesujący?,1093
10194,4,Czy zajęcia były prowadzone w sposób interesujący?,1094
10195,1,Czy zajęcia były prowadzone w sposób interesujący?,1095
10196,5,Czy zajęcia były prowadzone w sposób interesujący?,1096
10197,4,Czy zajęcia były prowadzone w sposób interesujący?,1097
10198,5,Czy zajęcia były prowadzone w sposób interesujący?,1098
10199,4,Czy zajęcia były prowadzone w sposób interesujący?,1099
10200,1,Czy zajęcia były prowadzone w sposób interesujący?,1100
10201,4,Czy zajęcia były prowadzone w sposób przystosowany do poziomu grupy?,1001
10202,5,Czy zajęcia były prowadzone w sposób przystosowany do poziomu grupy?,1002
10203,2,Czy zajęcia były prowadzone w sposób przystosowany do poziomu grupy?,1003
10204,4,Czy zajęcia były prowadzone w sposób przystosowany do poziomu grupy?,1004
10205,2,Czy zajęcia były prowadzone w sposób przystosowany do poziomu grupy?,1005
10206,1,Czy zajęcia były prowadzone w sposób przystosowany do poziomu grupy?,1006
10207,3,Czy zajęcia były prowadzone w sposób przystosowany do poziomu grupy?,1007
10208,5,Czy zajęcia były prowadzone w sposób przystosowany do poziomu grupy?,1008
10209,3,Czy zajęcia były prowadzone w sposób przystosowany do poziomu grupy?,1009
10210,3,Czy zajęcia były prowadzone w sposób przystosowany do poziomu grupy?,1010
10211,5,Czy zajęcia były prowadzone w sposób przystosowany do poziomu grupy?,1011
10212,2,Czy zajęcia były prowadzone w sposób przystosowany do poziomu grupy?,1012
10213,5,Czy zajęcia były prowadzone w sposób przystosowany do poziomu grupy?,1013
10214,2,Czy zajęcia były prowadzone w sposób przystosowany do poziomu grupy?,1014
10215,4,Czy zajęcia były prowadzone w sposób przystosowany do poziomu grupy?,1015
10216,2,Czy zajęcia były prowadzone w sposób przystosowany do poziomu grupy?,1016
10217,2,Czy zajęcia były prowadzone w sposób przystosowany do poziomu grupy?,1017
10218,4,Czy zajęcia były prowadzone w sposób przystosowany do poziomu grupy?,1018
10219,3,Czy zajęcia były prowadzone w sposób przystosowany do poziomu grupy?,1019
10220,1,Czy zajęcia były prowadzone w sposób przystosowany do poziomu grupy?,1020
10221,5,Czy zajęcia były prowadzone w sposób przystosowany do poziomu grupy?,1021
10222,4,Czy zajęcia były prowadzone w sposób przystosowany do poziomu grupy?,1022
10223,1,Czy zajęcia były prowadzone w sposób przystosowany do poziomu grupy?,1023
10224,4,Czy zajęcia były prowadzone w sposób przystosowany do poziomu grupy?,1024
10225,1,Czy zajęcia były prowadzone w sposób przystosowany do poziomu grupy?,1025
10226,1,Czy zajęcia były prowadzone w sposób przystosowany do poziomu grupy?,1026
10227,1,Czy zajęcia były prowadzone w sposób przystosowany do poziomu grupy?,1027
10228,2,Czy zajęcia były prowadzone w sposób przystosowany do poziomu grupy?,1028
10229,5,Czy zajęcia były prowadzone w sposób przystosowany do poziomu grupy?,1029
10230,1,Czy zajęcia były prowadzone w sposób przystosowany do poziomu grupy?,1030
10231,2,Czy zajęcia były prowadzone w sposób przystosowany do poziomu grupy?,1031
10232,3,Czy zajęcia były prowadzone w sposób przystosowany do poziomu grupy?,1032
10233,1,Czy zajęcia były prowadzone w sposób przystosowany do poziomu grupy?,1033
10234,3,Czy zajęcia były prowadzone w sposób przystosowany do poziomu grupy?,1034
10235,3,Czy zajęcia były prowadzone w sposób przystosowany do poziomu grupy?,1035
10236,4,Czy zajęcia były prowadzone w sposób przystosowany do poziomu grupy?,1036
10237,4,Czy zajęcia były prowadzone w sposób przystosowany do poziomu grupy?,1037
10238,4,Czy zajęcia były prowadzone w sposób przystosowany do poziomu grupy?,1038
10239,1,Czy zajęcia były prowadzone w sposób przystosowany do poziomu grupy?,1039
10240,4,Czy zajęcia były prowadzone w sposób przystosowany do poziomu grupy?,1040
10241,4,Czy zajęcia były prowadzone w sposób przystosowany do poziomu grupy?,1041
10242,3,Czy zajęcia były prowadzone w sposób przystosowany do poziomu grupy?,1042
10243,2,Czy zajęcia były prowadzone w sposób przystosowany do poziomu grupy?,1043
10244,2,Czy zajęcia były prowadzone w sposób przystosowany do poziomu grupy?,1044
10245,4,Czy zajęcia były prowadzone w sposób przystosowany do poziomu grupy?,1045
10246,4,Czy zajęcia były prowadzone w sposób przystosowany do poziomu grupy?,1046
10247,3,Czy zajęcia były prowadzone w sposób przystosowany do poziomu grupy?,1047
10248,5,Czy zajęcia były prowadzone w sposób przystosowany do poziomu grupy?,1048
10249,5,Czy zajęcia były prowadzone w sposób przystosowany do poziomu grupy?,1049
10250,5,Czy zajęcia były prowadzone w sposób przystosowany do poziomu grupy?,1050
10251,3,Czy zajęcia były prowadzone w sposób przystosowany do poziomu grupy?,1051
10252,4,Czy zajęcia były prowadzone w sposób przystosowany do poziomu grupy?,1052
10253,1,Czy zajęcia były prowadzone w sposób przystosowany do poziomu grupy?,1053
10254,1,Czy zajęcia były prowadzone w sposób przystosowany do poziomu grupy?,1054
10255,5,Czy zajęcia były prowadzone w sposób przystosowany do poziomu grupy?,1055
10256,4,Czy zajęcia były prowadzone w sposób przystosowany do poziomu grupy?,1056
10257,4,Czy zajęcia były prowadzone w sposób przystosowany do poziomu grupy?,1057
10258,2,Czy zajęcia były prowadzone w sposób przystosowany do poziomu grupy?,1058
10259,4,Czy zajęcia były prowadzone w sposób przystosowany do poziomu grupy?,1059
10260,5,Czy zajęcia były prowadzone w sposób przystosowany do poziomu grupy?,1060
10261,3,Czy zajęcia były prowadzone w sposób przystosowany do poziomu grupy?,1061
10262,5,Czy zajęcia były prowadzone w sposób przystosowany do poziomu grupy?,1062
10263,4,Czy zajęcia były prowadzone w sposób przystosowany do poziomu grupy?,1063
10264,2,Czy zajęcia były prowadzone w sposób przystosowany do poziomu grupy?,1064
10265,2,Czy zajęcia były prowadzone w sposób przystosowany do poziomu grupy?,1065
10266,5,Czy zajęcia były prowadzone w sposób przystosowany do poziomu grupy?,1066
10267,5,Czy zajęcia były prowadzone w sposób przystosowany do poziomu grupy?,1067
10268,4,Czy zajęcia były prowadzone w sposób przystosowany do poziomu grupy?,1068
10269,5,Czy zajęcia były prowadzone w sposób przystosowany do poziomu grupy?,1069
10270,5,Czy zajęcia były prowadzone w sposób przystosowany do poziomu grupy?,1070
10271,5,Czy zajęcia były prowadzone w sposób przystosowany do poziomu grupy?,1071
10272,5,Czy zajęcia były prowadzone w sposób przystosowany do poziomu grupy?,1072
10273,5,Czy zajęcia były prowadzone w sposób przystosowany do poziomu grupy?,1073
10274,5,Czy zajęcia były prowadzone w sposób przystosowany do poziomu grupy?,1074
10275,3,Czy zajęcia były prowadzone w sposób przystosowany do poziomu grupy?,1075
10276,2,Czy zajęcia były prowadzone w sposób przystosowany do poziomu grupy?,1076
10277,1,Czy zajęcia były prowadzone w sposób przystosowany do poziomu grupy?,1077
10278,5,Czy zajęcia były prowadzone w sposób przystosowany do poziomu grupy?,1078
10279,3,Czy zajęcia były prowadzone w sposób przystosowany do poziomu grupy?,1079
10280,1,Czy zajęcia były prowadzone w sposób przystosowany do poziomu grupy?,1080
10281,1,Czy zajęcia były prowadzone w sposób przystosowany do poziomu grupy?,1081
10282,4,Czy zajęcia były prowadzone w sposób przystosowany do poziomu grupy?,1082
10283,3,Czy zajęcia były prowadzone w sposób przystosowany do poziomu grupy?,1083
10284,4,Czy zajęcia były prowadzone w sposób przystosowany do poziomu grupy?,1084
10285,4,Czy zajęcia były prowadzone w sposób przystosowany do poziomu grupy?,1085
10286,1,Czy zajęcia były prowadzone w sposób przystosowany do poziomu grupy?,1086
10287,2,Czy zajęcia były prowadzone w sposób przystosowany do poziomu grupy?,1087
10288,1,Czy zajęcia były prowadzone w sposób przystosowany do poziomu grupy?,1088
10289,2,Czy zajęcia były prowadzone w sposób przystosowany do poziomu grupy?,1089
10290,3,Czy zajęcia były prowadzone w sposób przystosowany do poziomu grupy?,1090
10291,3,Czy zajęcia były prowadzone w sposób przystosowany do poziomu grupy?,1091
10292,2,Czy zajęcia były prowadzone w sposób przystosowany do poziomu grupy?,1092
10293,5,Czy zajęcia były prowadzone w sposób przystosowany do poziomu grupy?,1093
10294,2,Czy zajęcia były prowadzone w sposób przystosowany do poziomu grupy?,1094
10295,2,Czy zajęcia były prowadzone w sposób przystosowany do poziomu grupy?,1095
10296,2,Czy zajęcia były prowadzone w sposób przystosowany do poziomu grupy?,1096
10297,4,Czy zajęcia były prowadzone w sposób przystosowany do poziomu grupy?,1097
10298,2,Czy zajęcia były prowadzone w sposób przystosowany do poziomu grupy?,1098
10299,1,Czy zajęcia były prowadzone w sposób przystosowany do poziomu grupy?,1099
10300,2,Czy zajęcia były prowadzone w sposób przystosowany do poziomu grupy?,1100
10301,1,Czy zajęcia były prowadzone w sposób przystosowany do indywidualnych potrzeb ucznia?,1001
10302,5,Czy zajęcia były prowadzone w sposób przystosowany do indywidualnych potrzeb ucznia?,1002
10303,1,Czy zajęcia były prowadzone w sposób przystosowany do indywidualnych potrzeb ucznia?,1003
10304,4,Czy zajęcia były prowadzone w sposób przystosowany do indywidualnych potrzeb ucznia?,1004
10305,5,Czy zajęcia były prowadzone w sposób przystosowany do indywidualnych potrzeb ucznia?,1005
10306,5,Czy zajęcia były prowadzone w sposób przystosowany do indywidualnych potrzeb ucznia?,1006
10307,2,Czy zajęcia były prowadzone w sposób przystosowany do indywidualnych potrzeb ucznia?,1007
10308,1,Czy zajęcia były prowadzone w sposób przystosowany do indywidualnych potrzeb ucznia?,1008
10309,1,Czy zajęcia były prowadzone w sposób przystosowany do indywidualnych potrzeb ucznia?,1009
10310,2,Czy zajęcia były prowadzone w sposób przystosowany do indywidualnych potrzeb ucznia?,1010
10311,3,Czy zajęcia były prowadzone w sposób przystosowany do indywidualnych potrzeb ucznia?,1011
10312,3,Czy zajęcia były prowadzone w sposób przystosowany do indywidualnych potrzeb ucznia?,1012
10313,3,Czy zajęcia były prowadzone w sposób przystosowany do indywidualnych potrzeb ucznia?,1013
10314,4,Czy zajęcia były prowadzone w sposób przystosowany do indywidualnych potrzeb ucznia?,1014
10315,5,Czy zajęcia były prowadzone w sposób przystosowany do indywidualnych potrzeb ucznia?,1015
10316,2,Czy zajęcia były prowadzone w sposób przystosowany do indywidualnych potrzeb ucznia?,1016
10317,3,Czy zajęcia były prowadzone w sposób przystosowany do indywidualnych potrzeb ucznia?,1017
10318,3,Czy zajęcia były prowadzone w sposób przystosowany do indywidualnych potrzeb ucznia?,1018
10319,5,Czy zajęcia były prowadzone w sposób przystosowany do indywidualnych potrzeb ucznia?,1019
10320,1,Czy zajęcia były prowadzone w sposób przystosowany do indywidualnych potrzeb ucznia?,1020
10321,4,Czy zajęcia były prowadzone w sposób przystosowany do indywidualnych potrzeb ucznia?,1021
10322,2,Czy zajęcia były prowadzone w sposób przystosowany do indywidualnych potrzeb ucznia?,1022
10323,5,Czy zajęcia były prowadzone w sposób przystosowany do indywidualnych potrzeb ucznia?,1023
10324,4,Czy zajęcia były prowadzone w sposób przystosowany do indywidualnych potrzeb ucznia?,1024
10325,2,Czy zajęcia były prowadzone w sposób przystosowany do indywidualnych potrzeb ucznia?,1025
10326,2,Czy zajęcia były prowadzone w sposób przystosowany do indywidualnych potrzeb ucznia?,1026
10327,4,Czy zajęcia były prowadzone w sposób przystosowany do indywidualnych potrzeb ucznia?,1027
10328,1,Czy zajęcia były prowadzone w sposób przystosowany do indywidualnych potrzeb ucznia?,1028
10329,2,Czy zajęcia były prowadzone w sposób przystosowany do indywidualnych potrzeb ucznia?,1029
10330,1,Czy zajęcia były prowadzone w sposób przystosowany do indywidualnych potrzeb ucznia?,1030
10331,4,Czy zajęcia były prowadzone w sposób przystosowany do indywidualnych potrzeb ucznia?,1031
10332,1,Czy zajęcia były prowadzone w sposób przystosowany do indywidualnych potrzeb ucznia?,1032
10333,3,Czy zajęcia były prowadzone w sposób przystosowany do indywidualnych potrzeb ucznia?,1033
10334,5,Czy zajęcia były prowadzone w sposób przystosowany do indywidualnych potrzeb ucznia?,1034
10335,5,Czy zajęcia były prowadzone w sposób przystosowany do indywidualnych potrzeb ucznia?,1035
10336,2,Czy zajęcia były prowadzone w sposób przystosowany do indywidualnych potrzeb ucznia?,1036
10337,2,Czy zajęcia były prowadzone w sposób przystosowany do indywidualnych potrzeb ucznia?,1037
10338,3,Czy zajęcia były prowadzone w sposób przystosowany do indywidualnych potrzeb ucznia?,1038
10339,4,Czy zajęcia były prowadzone w sposób przystosowany do indywidualnych potrzeb ucznia?,1039
10340,3,Czy zajęcia były prowadzone w sposób przystosowany do indywidualnych potrzeb ucznia?,1040
10341,1,Czy zajęcia były prowadzone w sposób przystosowany do indywidualnych potrzeb ucznia?,1041
10342,4,Czy zajęcia były prowadzone w sposób przystosowany do indywidualnych potrzeb ucznia?,1042
10343,2,Czy zajęcia były prowadzone w sposób przystosowany do indywidualnych potrzeb ucznia?,1043
10344,4,Czy zajęcia były prowadzone w sposób przystosowany do indywidualnych potrzeb ucznia?,1044
10345,5,Czy zajęcia były prowadzone w sposób przystosowany do indywidualnych potrzeb ucznia?,1045
10346,5,Czy zajęcia były prowadzone w sposób przystosowany do indywidualnych potrzeb ucznia?,1046
10347,3,Czy zajęcia były prowadzone w sposób przystosowany do indywidualnych potrzeb ucznia?,1047
10348,3,Czy zajęcia były prowadzone w sposób przystosowany do indywidualnych potrzeb ucznia?,1048
10349,2,Czy zajęcia były prowadzone w sposób przystosowany do indywidualnych potrzeb ucznia?,1049
10350,2,Czy zajęcia były prowadzone w sposób przystosowany do indywidualnych potrzeb ucznia?,1050
10351,4,Czy zajęcia były prowadzone w sposób przystosowany do indywidualnych potrzeb ucznia?,1051
10352,3,Czy zajęcia były prowadzone w sposób przystosowany do indywidualnych potrzeb ucznia?,1052
10353,2,Czy zajęcia były prowadzone w sposób przystosowany do indywidualnych potrzeb ucznia?,1053
10354,5,Czy zajęcia były prowadzone w sposób przystosowany do indywidualnych potrzeb ucznia?,1054
10355,4,Czy zajęcia były prowadzone w sposób przystosowany do indywidualnych potrzeb ucznia?,1055
10356,4,Czy zajęcia były prowadzone w sposób przystosowany do indywidualnych potrzeb ucznia?,1056
10357,5,Czy zajęcia były prowadzone w sposób przystosowany do indywidualnych potrzeb ucznia?,1057
10358,3,Czy zajęcia były prowadzone w sposób przystosowany do indywidualnych potrzeb ucznia?,1058
10359,1,Czy zajęcia były prowadzone w sposób przystosowany do indywidualnych potrzeb ucznia?,1059
10360,5,Czy zajęcia były prowadzone w sposób przystosowany do indywidualnych potrzeb ucznia?,1060
10361,4,Czy zajęcia były prowadzone w sposób przystosowany do indywidualnych potrzeb ucznia?,1061
10362,3,Czy zajęcia były prowadzone w sposób przystosowany do indywidualnych potrzeb ucznia?,1062
10363,2,Czy zajęcia były prowadzone w sposób przystosowany do indywidualnych potrzeb ucznia?,1063
10364,1,Czy zajęcia były prowadzone w sposób przystosowany do indywidualnych potrzeb ucznia?,1064
10365,1,Czy zajęcia były prowadzone w sposób przystosowany do indywidualnych potrzeb ucznia?,1065
10366,3,Czy zajęcia były prowadzone w sposób przystosowany do indywidualnych potrzeb ucznia?,1066
